filename,ModelPrediction,ExactMDValue
155_rot-z.npy,0.9288193583488464,1.0095592737197876
1689_rot-z.npy,0.3545286953449249,0.3823195695877075
2599_rot-z.npy,0.7018522024154663,0.5125885605812073
2193_rot-z.npy,1.0405514240264893,0.9890016317367554
3678_rot-y.npy,0.9879382252693176,1.1597530841827393
3217_rot-y.npy,0.40503570437431335,0.4573478698730469
4670_rot-x.npy,1.2180027961730957,1.20703125
2087_rot-z.npy,1.4227405786514282,1.4267501831054688
235_rot-y.npy,0.9607131481170654,1.1696101427078247
4189_rot-x.npy,0.5049401521682739,0.5688992738723755
2278_rot-y.npy,0.2148190140724182,0.22394956648349762
642_rot-z.npy,0.22377224266529083,0.26141875982284546
284_rot-y.npy,1.057661771774292,0.8743939399719238
2002_rot-y.npy,1.135499119758606,1.1930456161499023
4642_rot-z.npy,0.24488884210586548,0.23680317401885986
594_rot-z.npy,0.4260610342025757,0.4883657991886139
2701_rot-y.npy,2.1253092288970947,1.8533189296722412
3686_rot-y.npy,1.6565760374069214,1.4789605140686035
3665_rot-y.npy,0.5427652597427368,0.48474785685539246
1253_rot-y.npy,0.38764458894729614,0.3103662133216858
3053_rot-x.npy,0.7498234510421753,0.7514162063598633
3129_rot-z.npy,1.0045807361602783,0.9547392725944519
4847_rot-x.npy,0.8589217066764832,1.155248999595642
1363_rot-y.npy,2.403367042541504,2.431896209716797
2290_rot-y.npy,0.5721606612205505,0.5811042785644531
285_rot-x.npy,0.9458350539207458,0.8911128640174866
3978_rot-x.npy,0.28063973784446716,0.2508713901042938
3700_rot-y.npy,1.0808942317962646,1.2009105682373047
4384_rot-y.npy,1.0730067491531372,0.8833208084106445
4769_rot-z.npy,0.7200351357460022,0.811806321144104
3254_rot-z.npy,0.4194698631763458,0.27947285771369934
2926_rot-z.npy,1.6357797384262085,1.6124342679977417
1322_rot-x.npy,1.3577537536621094,1.3599334955215454
439_rot-y.npy,0.10057401657104492,0.024668747559189796
2260_rot-z.npy,0.7325541973114014,0.8645575642585754
3962_rot-y.npy,0.8751746416091919,0.8009042739868164
4666_rot-x.npy,0.8799700736999512,1.0928070545196533
2306_rot-x.npy,0.4438733458518982,0.37137332558631897
419_rot-x.npy,1.5599651336669922,1.581732153892517
588_rot-z.npy,0.4051266610622406,0.4024966061115265
